old_spec	old_req_name	scen_idx	scen_hash	scen_title	routing	verified_by
jetstream-consumer-reliability	Consumer backlog stall is detected and alerted	2	cf951384	Silent stall with no ERROR log still alerts	FOLLOW_PARENT	
jetstream-consumer-reliability	Subscription failure fails loud	0	6ae4c145	A durable cannot be created or bound at startup	FOLLOW_PARENT	
jetstream-consumer-reliability	Subscription failure fails loud	1	86e74acd	One failing subscription does not silently disable the rest	FOLLOW_PARENT	
jetstream-consumer-reliability	Liveness reflects consumption health	0	9fc14b2c	Router is not consuming	FOLLOW_PARENT	
jetstream-consumer-reliability	Liveness reflects consumption health	1	b908a7aa	Fully consuming pod stays healthy	FOLLOW_PARENT	
jetstream-consumer-reliability	Consumers are named by behavior, with a unique deliver group	0	b22a8e34	Durable is named for its behavior	FOLLOW_PARENT	
jetstream-consumer-reliability	Consumers are named by behavior, with a unique deliver group	1	10c16560	No two consumers share a deliver group	FOLLOW_PARENT	
jetstream-consumer-reliability	Every handler receives every message (fan-out)	0	8dbd748d	Two behaviors on one subject both run	FOLLOW_PARENT	
jetstream-consumer-reliability	Subjects are named as past-tense events	0	93eb4a3c	Login is a user event	FOLLOW_PARENT	
jetstream-consumer-reliability	KEDA triggers reference the live behavior-named durables	0	7dfe6f60	Trigger name matches the live durable	FOLLOW_PARENT	
jetstream-consumer-reliability	Stream and durable configuration is managed declaratively by a single owner	0	c72815f6	A pre-existing durable has drifted configuration	FOLLOW_PARENT	
jetstream-consumer-reliability	Stream and durable configuration is managed declaratively by a single owner	1	2eb39f88	An already-correct durable is left untouched	FOLLOW_PARENT	
jetstream-consumer-reliability	Stream and durable configuration is managed declaratively by a single owner	2	46223118	One consumer application never deletes another's durables	FOLLOW_PARENT	
jetstream-consumer-reliability	A consumer may scale to zero without losing its durable	0	c277fc84	A message published while idle wakes the workload and is processed	FOLLOW_PARENT	
jetstream-consumer-reliability	A consumer may scale to zero without losing its durable	1	70c14f05	No replicas run while there is no work	FOLLOW_PARENT	
journey-status-presentation	Canonical journey-status presentation map	0	80cea05d	Single source of truth	FOLLOW_PARENT	
journey-status-presentation	Canonical journey-status presentation map	1	fd09486a	Map covers every status	FOLLOW_PARENT	
journey-status-presentation	Status icon and hue assignments	0	d7d7fd86	Icon per status	FOLLOW_PARENT	
journey-status-presentation	Status icon and hue assignments	1	becf2418	Hue per status	FOLLOW_PARENT	
journey-status-presentation	Status icon and hue assignments	2	2715d4d0	Meaning survives without colour	FOLLOW_PARENT	
journey-status-presentation	Status icon and hue assignments	3	44b2682d	Icon-only rendering retains an accessible name	FOLLOW_PARENT	
journey-status-presentation	Consistent rendering across components	0	9577f530	Same status looks the same everywhere	FOLLOW_PARENT	
k8s-resource-right-sizing	Dev environment resource requests use Standard GKE minimums	0	7c51b5b1	ArgoCD components resource requests	FOLLOW_PARENT	
k8s-resource-right-sizing	Dev environment resource requests use Standard GKE minimums	1	5e57a720	External Secrets components resource requests	FOLLOW_PARENT	
k8s-resource-right-sizing	Dev environment resource requests use Standard GKE minimums	2	5f7cf1fc	Backend server resource requests	FOLLOW_PARENT	
k8s-resource-right-sizing	Dev environment resource requests use Standard GKE minimums	3	32a91eb4	Frontend fan-web-app resource requests	FOLLOW_PARENT	
k8s-resource-right-sizing	Dev environment resource requests use Standard GKE minimums	4	ef98acfc	Reloader resource requests	FOLLOW_PARENT	
k8s-resource-right-sizing	Dev environment resource requests use Standard GKE minimums	5	a32b7074	KEDA components resource requests	FOLLOW_PARENT	
k8s-resource-right-sizing	Dev environment resource requests use Standard GKE minimums	6	705491a7	NATS resource requests	FOLLOW_PARENT	
k8s-resource-right-sizing	Dev environment resource requests use Standard GKE minimums	7	2ca560a7	OTel Collector resource requests	FOLLOW_PARENT	
k8s-resource-right-sizing	Dev environment resource requests use Standard GKE minimums	8	ab72246a	Atlas Operator resource requests	FOLLOW_PARENT	
k8s-resource-right-sizing	KEDA ScaledObjects in dev SHALL cap at maxReplicaCount 1	0	9d1381c3	event-consumer ScaledObject maxReplicaCount	FOLLOW_PARENT	
k8s-service-cross-namespace-routing	Backend Service Accessibility from External Gateway	0	370c7c3e	Service discovered by Gateway	FOLLOW_PARENT	
k8s-service-cross-namespace-routing	Backend Service Accessibility from External Gateway	1	d2194db8	Service IP stable	FOLLOW_PARENT	
k8s-service-cross-namespace-routing	Service Protocol Configuration for HTTP/2	0	e0f1d3be	h2c protocol detected	FOLLOW_PARENT	
k8s-service-cross-namespace-routing	Service Protocol Configuration for HTTP/2	1	369de1bd	Health checks use HTTP/2	FOLLOW_PARENT	
k8s-service-cross-namespace-routing	Cross-Namespace Routing Enabled	0	96d708cd	HTTPRoute from gateway namespace accepted	FOLLOW_PARENT	
k8s-service-cross-namespace-routing	Backend Pods Targeted via Service	0	5ca64b2d	Traffic reaches pod	FOLLOW_PARENT	
k8s-service-cross-namespace-routing	Backend Pods Targeted via Service	1	ea55f727	Multiple backend replicas load-balanced	FOLLOW_PARENT	
k8s-service-cross-namespace-routing	No Direct Pod Exposure	0	6b8bff37	Service load balancing enforced	FOLLOW_PARENT	
k8s-service-cross-namespace-routing	Namespace Isolation Maintained	0	a7b2c363	Accidental service not exposed	FOLLOW_PARENT	
landing-page	Passkey Authentication CTA	0	bc23cae2	With preview data — both CTAs appear on Screen 2 only	FOLLOW_PARENT	
landing-page	Passkey Authentication CTA	1	c6882f34	Without preview data — CTAs fall back to Screen 1	FOLLOW_PARENT	
landing-page	Passkey Authentication CTA	2	5f514381	Get Started initiates onboarding without clearing guest data	FOLLOW_PARENT	
landing-page	Passkey Authentication CTA	3	89132741	Log In initiates OAuth sign-in	FOLLOW_PARENT	
landing-page	Passkey Authentication CTA	4	33e1ebac	No alternative auth methods displayed	FOLLOW_PARENT	
landing-page	Hero Screen Scroll Affordance	0	293b8e73	Scroll affordance button is rendered when preview is available	FOLLOW_PARENT	
landing-page	Hero Screen Scroll Affordance	1	fc7b23ef	Tapping the scroll affordance reveals the preview	FOLLOW_PARENT	
landing-page	Hero Screen Scroll Affordance	2	aa120842	Reduced motion preference disables smooth scroll	FOLLOW_PARENT	
landing-page	Hero Screen Scroll Affordance	3	c676421a	Scroll affordance hidden when preview data is unavailable	FOLLOW_PARENT	
landing-page	Hero Screen Scroll Affordance	4	b8c90fbe	Button label is localized	FOLLOW_PARENT	
landing-page	Guest-Friendly Welcome Copy	0	12b23d82	Guest-friendly copy displayed near primary CTA	FOLLOW_PARENT	
landing-page	Authenticated User Redirect	0	d7e643b8	Authenticated user visits landing page	FOLLOW_PARENT	
landing-page	Authenticated User Redirect	1	d52c4dfc	Redirect target check fails	FOLLOW_PARENT	
landing-page	Welcome Page Language Switcher	0	33d512a1	Language toggle visible on welcome page	FOLLOW_PARENT	
landing-page	Welcome Page Language Switcher	1	6d4a48d3	Switching language on welcome page	FOLLOW_PARENT	
landing-page	Welcome Page Language Switcher	2	eac95650	Language preference persists across sessions	FOLLOW_PARENT	
landing-page	Guided Product Demo Sequence	0	0b27d1a1	Demo begins on scroll entry	FOLLOW_PARENT	
landing-page	Guided Product Demo Sequence	1	4e8d65bd	Notification advances to the timetable	FOLLOW_PARENT	
landing-page	Guided Product Demo Sequence	2	12bc608d	Notification transitions into the timetable	FOLLOW_PARENT	
landing-page	Guided Product Demo Sequence	3	f3554997	Reduced motion presents the interactive end state directly	FOLLOW_PARENT	
landing-page	Guided Product Demo Sequence	4	aa2cdf24	Content present without motion	FOLLOW_PARENT	
landing-page	Interactive Timetable Detail	0	117a7f93	Timetable shown as a composed frame	FOLLOW_PARENT	
landing-page	Interactive Timetable Detail	1	605a266d	Guidance to open a concert	FOLLOW_PARENT	
landing-page	Interactive Timetable Detail	2	f4739dfe	Card opens the real detail view	FOLLOW_PARENT	
landing-page	Interactive Timetable Detail	3	817f9e72	Timetable absent without preview data	FOLLOW_PARENT	
landing-page	New-Concert Notification Cue	0	13dbd7b4	Notification communicates the push value	FOLLOW_PARENT	
landing-page	Hero Kinetic Brand Treatment	0	8cc5979c	Brand wordmark is kinetic	FOLLOW_PARENT	
landing-page	Ambient Background	0	8aac00cd	Ambient background is decorative and non-blocking	FOLLOW_PARENT	
landing-page	Landing Page Value Pillars Scope	0	8a3a843f	Only existing capabilities are advertised	FOLLOW_PARENT	
layout-assertions	E2E selectors use data-testid for stability	0	8d52c446	Concert highway scroll container uses data-testid	FOLLOW_PARENT	
layout-assertions	E2E selectors use data-testid for stability	1	fb0498a4	Journey badge uses data-testid	FOLLOW_PARENT	
layout-assertions	E2E selectors use data-testid for stability	2	214f85a8	Detail sheet journey section uses data-testid	FOLLOW_PARENT	
layout-assertions	E2E selectors use data-testid for stability	3	3188f02d	Journey status buttons use data-testid with status qualifier	FOLLOW_PARENT	
layout-assertions	E2E selectors use data-testid for stability	4	6f7883a1	Dashboard loading indicator uses data-testid	FOLLOW_PARENT	
layout-assertions	E2E selectors use data-testid for stability	5	918d2e59	Welcome preview section uses data-testid	FOLLOW_PARENT	
layout-assertions	E2E selectors use data-testid for stability	6	d051580c	data-testid attributes are present in component templates	FOLLOW_PARENT	
layout-assertions	E2E tests use Playwright native locator API without JS dispatch workarounds	0	e5735772	Popover elements are dismissed before serial test interactions	FOLLOW_PARENT	
layout-assertions	E2E tests use Playwright native locator API without JS dispatch workarounds	1	0485eac5	Visually-hidden radio inputs are clickable via labels	FOLLOW_PARENT	
layout-assertions	E2E tests use Playwright native locator API without JS dispatch workarounds	2	c1a6d7f4	Event card clicks use native Playwright click	FOLLOW_PARENT	
layout-assertions	E2E tests use Playwright native locator API without JS dispatch workarounds	3	001b8b5a	Journey button clicks use native Playwright click	FOLLOW_PARENT	
layout-assertions	Shell layout structural integrity	0	9276e63c	Shell fills viewport height	FOLLOW_PARENT	
layout-assertions	Shell layout structural integrity	1	67a73e4d	Route viewport stretches to fill available space	FOLLOW_PARENT	
layout-assertions	Shell layout structural integrity	2	fe558603	Bottom nav anchored to viewport bottom	FOLLOW_PARENT	
layout-assertions	Shell layout structural integrity	3	7a69b022	Full-height route without bottom nav	FOLLOW_PARENT	
layout-assertions	Discover page layout containment	0	94b8a634	Discover layout fills viewport	FOLLOW_PARENT	
layout-assertions	Discover page layout containment	1	d1310f2e	Bubble area fills remaining space	FOLLOW_PARENT	
layout-assertions	Discover page layout containment	2	29d57777	Canvas fills bubble area	FOLLOW_PARENT	
layout-assertions	Discover page layout containment	3	01406332	Search bar stays within viewport	FOLLOW_PARENT	
layout-assertions	Discover page layout containment	4	9c1ad3e8	Search results scrollable in search mode	FOLLOW_PARENT	
layout-assertions	Layout test execution performance	0	5685578e	Full suite completes within budget	FOLLOW_PARENT	
layout-assertions	Layout tests independent of backend	0	1532974e	Tests pass without backend	FOLLOW_PARENT	
legal-documents	Legal documents are served as in-app routes with stable URLs	0	83e6b51a	Each document has its own route	FOLLOW_PARENT	
legal-documents	Legal documents are served as in-app routes with stable URLs	1	ff4ee711	Privacy Policy URL is externally linkable	FOLLOW_PARENT	
legal-documents	Legal documents are reachable without authentication	0	80e2d5ad	Guest opens a legal document	FOLLOW_PARENT	
legal-documents	Legal documents are localized	0	f9bd1a20	Document follows the active locale	FOLLOW_PARENT	
legal-documents	Privacy Policy discloses the actual data practices	0	2c1aa0db	Collected data and purposes are stated	FOLLOW_PARENT	
legal-documents	Privacy Policy discloses the actual data practices	1	f7bb87f3	Third-party transfer and cross-border processing are disclosed	FOLLOW_PARENT	
legal-documents	Privacy Policy discloses the actual data practices	2	df2710b0	PostHog is named as a cross-border recipient with country, categories, and purpose	FOLLOW_PARENT	
legal-documents	Privacy Policy discloses the actual data practices	3	e9094695	Consent withdrawal and rights are explained	FOLLOW_PARENT	
legal-documents	Terms of Service disclaims third-party data accuracy	0	1cbbac20	Third-party data disclaimer present	FOLLOW_PARENT	
legal-documents	OSS Licenses content is generated from the shipped dependencies	0	ecf5a2c7	License list reflects the production bundle	FOLLOW_PARENT	
legal-documents	OSS Licenses content is generated from the shipped dependencies	1	73215364	List regenerates on dependency change	FOLLOW_PARENT	
legal-documents	In-app legal links resolve to in-app legal routes	0	ad31449c	Consent notice and settings link to the in-app Privacy Policy	FOLLOW_PARENT	
live-events	Concert Schedue Data Model	0	d1c3e3ce	Artist Definition	FOLLOW_PARENT	
live-events	Concert Schedue Data Model	1	dd8c3bf2	Venue Definition	FOLLOW_PARENT	
live-events	Concert Schedue Data Model	2	e6c4a1fd	Concert Definition	FOLLOW_PARENT	
live-events	Concert Schedue Data Model	3	bdb38cab	Event Definition	FOLLOW_PARENT	
live-events	Concert Schedue Data Model	4	7c167231	Concert card displays ticket journey badge	FOLLOW_PARENT	
live-events	Concert Schedue Data Model	5	6ea6d3e0	Concert card without ticket journey	FOLLOW_PARENT	
live-events	Artist Management	0	e0652a70	Create Artist	FOLLOW_PARENT	
live-events	Artist Management	1	e05b743b	List Artists	FOLLOW_PARENT	
live-events	Artist Management	2	42ed71b0	Add Media	FOLLOW_PARENT	
live-events	Artist Management	3	5d65fcc9	Remove Media	FOLLOW_PARENT	
live-events	Live Schedule Access	0	094d096d	List Concerts	FOLLOW_PARENT	
live-events	Live Schedule Access	1	9ec48ad4	List Concerts by Follower	FOLLOW_PARENT	
live-events	Live Schedule Access	2	263a2211	List Concerts by Follower from a given date	FOLLOW_PARENT	
live-events	Live Schedule Access	3	acbb97f9	List Concerts by Follower with no matching concerts	FOLLOW_PARENT	
live-events	Proto Value Object Consistency	0	fdbc438c	LocalDate VO	FOLLOW_PARENT	
live-events	Proto Value Object Consistency	1	8102fcc0	StartTime and OpenTime VOs	FOLLOW_PARENT	
live-events	Proto Value Object Consistency	2	af3db98a	Title VO	FOLLOW_PARENT	
live-events	Proto Value Object Consistency	3	55b16787	SourceUrl VO	FOLLOW_PARENT	
live-events	Proto Value Object Consistency	4	d7f360d5	ListedVenueName VO	FOLLOW_PARENT	
live-events	Venue Embedding in Concert and Event	0	aa064806	Concert carries embedded Venue	FOLLOW_PARENT	
live-events	Venue Embedding in Concert and Event	1	a3a581b5	Event carries embedded Venue	FOLLOW_PARENT	
live-events	Go Entity Field Name Alignment	0	78169558	LocalEventDate renamed to LocalDate	FOLLOW_PARENT	
live-events	Dashboard Lane Classification	0	ccd78e8a	Home lane assignment	FOLLOW_PARENT	
live-events	Dashboard Lane Classification	1	517ef6f8	Nearby lane assignment	FOLLOW_PARENT	
live-events	Dashboard Lane Classification	2	b1737fd9	Away lane assignment	FOLLOW_PARENT	
live-events	Dashboard Lane Classification	3	66b78200	User has no home set	FOLLOW_PARENT	
live-events	ISO 3166-2 Display Conversion	0	107afa8c	Display admin_area in venue detail	FOLLOW_PARENT	
live-events	ISO 3166-2 Display Conversion	1	2defa0c8	Display home area in region setup	FOLLOW_PARENT	
live-events	Live Event Availability Check	0	874898c1	Artist has upcoming events	FOLLOW_PARENT	
live-events	Live Event Availability Check	1	520358aa	Artist has no upcoming events	FOLLOW_PARENT	
live-events	Live Event Availability Check	2	b1f382c3	Concert list call fails	FOLLOW_PARENT	
loading-spinner-ce	Loading Spinner Custom Element	0	406ef4f9	Default rendering	FOLLOW_PARENT	
loading-spinner-ce	Loading Spinner Custom Element	1	bb54dc27	Size variants	FOLLOW_PARENT	
loading-spinner-ce	Loading Spinner Custom Element	2	16831838	Accessibility semantics	FOLLOW_PARENT	
loading-spinner-ce	Loading Spinner Custom Element	3	48eff82c	Color inheritance	FOLLOW_PARENT	
loading-spinner-ce	Loading Spinner Custom Element	4	5fb199ef	Reduced motion	FOLLOW_PARENT	
loading-spinner-ce	Loading Spinner Custom Element	5	6c80d07b	CUBE CSS layer	FOLLOW_PARENT	
localstorage-naming	Unified key naming convention	0	7d2f951d	Key format validation	FOLLOW_PARENT	
localstorage-naming	Centralized key registry	0	7ff5e35e	New key addition	FOLLOW_PARENT	
localstorage-naming	Centralized key registry	1	e3977bd3	No inline key strings in source	FOLLOW_PARENT	
localstorage-naming	Domain term alignment	0	497a2e32	Guest home storage	FOLLOW_PARENT	
localstorage-naming	Domain term alignment	1	f7101991	Legacy key migration	FOLLOW_PARENT	
logo-color-analysis	Logo Color Extraction	0	7f738634	Chromatic logo (e.g., colored text/symbol)	FOLLOW_PARENT	
logo-color-analysis	Logo Color Extraction	1	e2075c16	Achromatic light logo (e.g., white text)	FOLLOW_PARENT	
logo-color-analysis	Logo Color Extraction	2	e8f67af3	Achromatic dark logo (e.g., black text)	FOLLOW_PARENT	
logo-color-analysis	Logo Color Extraction	3	5b06d67c	Fully transparent image	FOLLOW_PARENT	
logo-color-analysis	sRGB to OKLCH Conversion	0	bb3a21fa	Pure white pixel	FOLLOW_PARENT	
logo-color-analysis	sRGB to OKLCH Conversion	1	c884668d	Pure red pixel	FOLLOW_PARENT	
logo-color-analysis	sRGB to OKLCH Conversion	2	ee1f93a4	Pure black pixel	FOLLOW_PARENT	
logo-color-analysis	Logo Analysis Integration in Sync Pipeline	0	d8ea1d3f	Artist has HDMusicLogo	FOLLOW_PARENT	
logo-color-analysis	Logo Analysis Integration in Sync Pipeline	1	84c3cb1d	Artist has only MusicLogo	FOLLOW_PARENT	
logo-color-analysis	Logo Analysis Integration in Sync Pipeline	2	fd6c6aea	Artist has no logo images	FOLLOW_PARENT	
logo-color-analysis	Logo Analysis Integration in Sync Pipeline	3	5f5ffd14	Logo image download fails	FOLLOW_PARENT	
logo-color-analysis	LogoColorProfile Proto Message	0	4ed000af	Artist with logo analysis data	FOLLOW_PARENT	
logo-color-analysis	LogoColorProfile Proto Message	1	0647f4b3	Artist without logo analysis data	FOLLOW_PARENT	
logo-color-analysis	Frontend Background Color Derivation	0	50093f85	Chromatic logo card background	FOLLOW_PARENT	
logo-color-analysis	Frontend Background Color Derivation	1	341dfaba	Achromatic light logo card background	FOLLOW_PARENT	
logo-color-analysis	Frontend Background Color Derivation	2	1570b78e	Achromatic dark logo card background	FOLLOW_PARENT	
logo-color-analysis	Frontend Background Color Derivation	3	28ba34d7	No logo analysis available	FOLLOW_PARENT	
lottery-application	Configure a lottery sales phase	0	8fb2b194	Organizer configures a lottery phase	FOLLOW_PARENT	
lottery-application	Configure a lottery sales phase	1	91ed3ebc	Phase on an unpublished concert is rejected	FOLLOW_PARENT	
lottery-application	Configure a lottery sales phase	2	d35ff55f	Invalid phase configuration is rejected	FOLLOW_PARENT	
lottery-application	Organizer console entry point to lottery configuration	0	8d468fe9	Organizer reaches lottery configuration from a published event	FOLLOW_PARENT	
lottery-application	Organizer console entry point to lottery configuration	1	7d9be570	No lottery entry point for a draft event	FOLLOW_PARENT	
lottery-application	Apply to a lottery phase	0	09bddc5d	Fan applies within the window	FOLLOW_PARENT	
lottery-application	Apply to a lottery phase	1	5a352f1a	Application outside the window is rejected	FOLLOW_PARENT	
lottery-application	Apply to a lottery phase	2	93e61326	Requested count over the max is rejected	FOLLOW_PARENT	
lottery-application	Apply to a lottery phase	3	426e262b	Unsupported card is rejected	FOLLOW_PARENT	
lottery-application	Apply to a lottery phase	4	5c0625a2	No capture at application	FOLLOW_PARENT	
lottery-application	One application per account per phase	0	54ec58f3	Second application is rejected	FOLLOW_PARENT	
lottery-application	One application per account per phase	1	dc6dd16d	Withdraw before the draw releases the hold	FOLLOW_PARENT	
lottery-application	One application per account per phase	2	f9672ca0	Issued ticket is not withdrawable in ④	FOLLOW_PARENT	
lottery-application	Automatic draw against fixed capacity	0	a24afc83	Draw fills capacity without oversell	FOLLOW_PARENT	
lottery-application	Automatic draw against fixed capacity	1	30281f5a	Companion group is all-or-nothing	FOLLOW_PARENT	
lottery-application	Automatic draw against fixed capacity	2	98af00c3	Losers are recorded in a stable order	FOLLOW_PARENT	
lottery-application	Automatic draw against fixed capacity	3	91b68b55	Draw does not run before close	FOLLOW_PARENT	
lottery-application	Automatic draw against fixed capacity	4	121802c5	Demand at or below capacity	FOLLOW_PARENT	
lottery-application	Capture winners and release losers at the draw	0	3c094076	Winner's hold is captured and handed off	FOLLOW_PARENT	
lottery-application	Capture winners and release losers at the draw	1	cbba8864	Loser's hold is released	FOLLOW_PARENT	
lottery-application	Capture winners and release losers at the draw	2	b0231954	Capture failure leaves the seat unfilled	FOLLOW_PARENT	
lottery-application	Application results	0	c78a53c0	Applicant sees their result	FOLLOW_PARENT	
lottery-application	Persisted loser waitlist for resale	0	603d2b0e	Losing applications are the resale demand pool	FOLLOW_PARENT	
lottery-application	本人確認 binding carried to issuance	0	25334c58	Identity is available at issuance	FOLLOW_PARENT	
m3-design-tokens	Color roles with guaranteed on-color pairing	0	f3e8b36d	Fill and text use a matched role pair	FOLLOW_PARENT	
m3-design-tokens	Color roles with guaranteed on-color pairing	1	a3b44452	Dynamic-hue surfaces guarantee contrast	FOLLOW_PARENT	
m3-design-tokens	Color roles with guaranteed on-color pairing	2	7ddb7812	No raw palette leakage	FOLLOW_PARENT	
m3-design-tokens	State-layer opacity scale	0	f9c0b9e6	Hover applies the shared 8% overlay	FOLLOW_PARENT	
m3-design-tokens	State-layer opacity scale	1	10825315	Keyboard focus uses focus-visible	FOLLOW_PARENT	
m3-design-tokens	State-layer opacity scale	2	b74e3e61	Selected state persists and stacks	FOLLOW_PARENT	
m3-design-tokens	Motion tokens split by property class	0	73eba031	Positional change uses a spatial spring	FOLLOW_PARENT	
m3-design-tokens	Motion tokens split by property class	1	30e95a03	Opacity/color change uses a non-bouncy token	FOLLOW_PARENT	
m3-design-tokens	Motion tokens split by property class	2	e64f6175	Scattered raw timings are consolidated	FOLLOW_PARENT	
m3-design-tokens	Shape roles including expressive steps	0	9d34574d	Radius matches component size	FOLLOW_PARENT	
m3-design-tokens	Shape roles including expressive steps	1	702899fc	Directional rounding is RTL-safe	FOLLOW_PARENT	
m3-design-tokens	Tonal surface-container tiers	0	e2f59f7a	Resting depth uses a tonal tier	FOLLOW_PARENT	
m3-design-tokens	Tonal surface-container tiers	1	985811f1	Surfaces survive forced-colors	FOLLOW_PARENT	
migration-rebase-guard	The system MUST detect out-of-order migration timestamps	0	ad2dff53	Branch adds migration with older timestamp than main's latest	FOLLOW_PARENT	
migration-rebase-guard	The system MUST detect out-of-order migration timestamps	1	a9641e48	Branch adds migration with newer timestamp than main's latest	FOLLOW_PARENT	
migration-rebase-guard	The system MUST detect out-of-order migration timestamps	2	0abd7a8d	No new migration files on branch	FOLLOW_PARENT	
migration-rebase-guard	The system MUST auto-fix out-of-order migrations when --fix is passed	0	f8bfc668	Auto-fix renames and updates kustomization	FOLLOW_PARENT	
migration-rebase-guard	The system MUST auto-fix out-of-order migrations when --fix is passed	1	4d3f325a	Auto-fix with no issues found	FOLLOW_PARENT	
migration-rebase-guard	The system MUST integrate with Claude Code hooks	0	74921dc0	Developer rebases branch onto main via Claude Code	FOLLOW_PARENT	
migration-rebase-guard	The system MUST integrate with Claude Code hooks	1	24d58b03	Rebase fails with merge conflicts	FOLLOW_PARENT	
modern-css-platform	Container Queries for component-level responsive design	0	2a56b092	Event card adapts to lane width	FOLLOW_PARENT	
modern-css-platform	Container Queries for component-level responsive design	1	ab842d50	Container query fallback	FOLLOW_PARENT	
modern-css-platform	Container Queries for component-level responsive design	2	e9fab95a	All responsive components use Container Queries	FOLLOW_PARENT	
modern-css-platform	View Transitions API for route animations	0	07b9e53f	Forward navigation transition	FOLLOW_PARENT	
modern-css-platform	View Transitions API for route animations	1	417fe01b	Reduced motion preference	FOLLOW_PARENT	
modern-css-platform	CSS `:has()` selector for state-based styling	0	d0915637	Navigation item active state	FOLLOW_PARENT	
modern-css-platform	CSS `:has()` selector for state-based styling	1	a899cf7c	Form validation visual feedback	FOLLOW_PARENT	
modern-css-platform	CSS Logical Properties	0	62931be4	Margin and padding use logical properties	FOLLOW_PARENT	
modern-css-platform	CSS Logical Properties	1	09355c3b	Border and positioning use logical properties	FOLLOW_PARENT	
modern-css-platform	CSS Logical Properties	2	4e066bdf	All existing physical properties migrated	FOLLOW_PARENT	
modern-css-platform	CSS `@layer` for cascade management	0	ff46b94f	Layer declaration establishes cascade	FOLLOW_PARENT	
modern-css-platform	CSS `@layer` for cascade management	1	b4c1d60a	Layer order prevents specificity wars	FOLLOW_PARENT	
modern-css-platform	CSS `@scope` for component isolation	0	cde22b70	Component CSS scoped to custom element	FOLLOW_PARENT	
modern-css-platform	CSS `@scope` for component isolation	1	661e23f2	Scope limit prevents deep leaking	FOLLOW_PARENT	
modern-css-platform	No viewport media queries for component responsiveness	0	d02616d8	Component layout uses container queries	FOLLOW_PARENT	
modern-css-platform	OKLCH color enforcement	0	3f3c8996	OKLCH used for solid colors	FOLLOW_PARENT	
modern-css-platform	OKLCH color enforcement	1	a836c6db	OKLCH used for transparency	FOLLOW_PARENT	
modern-css-platform	OKLCH color enforcement	2	9e85b9cd	Color derivation uses color-mix()	FOLLOW_PARENT	
modern-css-platform	Anchored Container Query for position-dependent child styling	0	09871956	Tooltip arrow toggles when position flips	FOLLOW_PARENT	
modern-css-platform	Anchored Container Query for position-dependent child styling	1	fe099e9c	Anchored container query graceful degradation	FOLLOW_PARENT	
modern-css-platform	CSS `@starting-style` for entry animations on dynamic elements	0	b3e9ee4c	Toast notification entry animation	FOLLOW_PARENT	
modern-css-platform	CSS `@starting-style` for entry animations on dynamic elements	1	204ce18a	Popover entry animation	FOLLOW_PARENT	
modern-css-platform	`transitionend` event for post-animation DOM cleanup	0	2f74f35f	Toast removal after exit transition	FOLLOW_PARENT	
modern-css-platform	`transitionend` event for post-animation DOM cleanup	1	c34079fa	Overlay cleanup after fade-out transition	FOLLOW_PARENT	
modern-css-platform	`transitionend` event for post-animation DOM cleanup	2	2a990796	Reduced motion bypasses transitionend	FOLLOW_PARENT	
modern-css-platform	`overscroll-behavior: contain` for scroll isolation	0	35d17efe	Bottom sheet scroll isolation	FOLLOW_PARENT	
modern-css-platform	`scrollIntoView` + `scrollend` for scroll-then-act patterns	0	80cbb235	Coach mark scrolls target into view	FOLLOW_PARENT	
modern-css-platform	`scrollIntoView` + `scrollend` for scroll-then-act patterns	1	15ed6622	Target already in viewport	FOLLOW_PARENT	
modern-css-platform	`data-state` attribute for CSS animation state	0	0a7d379b	Exit state triggers CSS transition	FOLLOW_PARENT	
modern-css-platform	Total `style` attribute ban in templates	0	87e8e110	Dynamic values via custom attributes	FOLLOW_PARENT	
modern-css-platform	Total `style` attribute ban in templates	1	bc05b6e9	Static inline styles prohibited	FOLLOW_PARENT	
modern-css-platform	Total `style` attribute ban in templates	2	62fbe30a	Lint enforcement	FOLLOW_PARENT	
modern-css-platform	`color-mix()` for dynamic alpha	0	2b810d79	Dynamic color with alpha	FOLLOW_PARENT	
modern-css-platform	`translate` shorthand for transforms	0	80959b7c	Single-axis translation	FOLLOW_PARENT	
modern-css-platform	No setTimeout for CSS animation timing	0	fe0b2567	Post-animation cleanup uses transitionend	FOLLOW_PARENT	
modern-css-platform	No setTimeout for CSS animation timing	1	7ba8c21a	Display duration via CSS animation	FOLLOW_PARENT	
modern-css-platform	No setTimeout for CSS animation timing	2	de6e4bb9	Exit animation with popover	FOLLOW_PARENT	
modern-css-platform	CSS scroll snap for bottom sheet dismiss gestures	0	f8ffbe95	User swipes down to dismiss the event detail sheet	FOLLOW_PARENT	
modern-css-platform	CSS scroll snap for bottom sheet dismiss gestures	1	f85ba1de	User swipes partially and releases	FOLLOW_PARENT	
modern-css-platform	CSS scroll snap for bottom sheet dismiss gestures	2	4d1cf7ba	Non-dismissable mode (onboarding)	FOLLOW_PARENT	
modern-css-platform	No JS-to-CSS variable bridge custom attributes	0	3c4228b9	Removing bridge custom attributes	FOLLOW_PARENT	
modern-css-platform	No JS-to-CSS variable bridge custom attributes	1	74debede	Custom attributes with computation are valid	FOLLOW_PARENT	
modern-css-platform	Scroll-driven Animations for scroll-linked effects	0	d8c27b78	Scroll progress indicator	FOLLOW_PARENT	
