old_spec	old_req_name	req_hash	scen_n	disposition	target_path	new_req_name	merge_group	rewrite_flags	confidence	rationale
gke-standard-infrastructure	Shielded GKE Nodes SHALL be enabled on the Spot node pool	974107d4	1							p=0 n=3
gke-standard-infrastructure	Dev cluster SHALL use LEGACY_DATAPATH (kube-proxy/iptables)	80f21196	2							p=0 n=2
gke-standard-infrastructure	Dev cluster SHALL disable Google Managed Prometheus	508603ec	4							p=1 n=5
gke-standard-infrastructure	Dev cluster Spot node pool boot disk SHALL be 30GB pd-standard	dbb3ebe9	3							p=2 n=5
gke-standard-infrastructure	Dev cluster `kube-dns-autoscaler` SHALL set `preventSinglePointFailure: false`	396f0aae	4							p=4 n=10
goroutine-leak-detection	Goroutine leak profile is exposed	4f65eada	3							p=0 n=1
goroutine-leak-detection	Detected goroutine leaks raise an alert	a26e7cef	3							p=4 n=0
goroutine-leak-detection	Leak detection complements existing consumer health signals	5c1c2be7	2							p=0 n=1
guest-data-merge	Guest Data Storage	0b2d6c9d	4							p=30 n=1
guest-data-merge	Guest hype included in data merge on signup	341f5cc3	3							p=15 n=0
guest-data-merge	Data Merge on Authentication	d6feb5e0	4							p=57 n=0
guest-data-merge	Guest Data Cleanup	0a31c332	3							p=17 n=0
guest-mode-access	Guest Free Navigation After Dashboard	71119db3	2							p=32 n=0
guest-mode-access	Account-Only Features Hidden, Not Blocked	b4dd8147	2							p=7 n=0
guest-mode-access	Persistent Auth Entry From Discovery Onward	78c0b743	2							p=25 n=0
http-retry	HTTP retry on transient errors	7479d226	9							p=3 n=0
http-retry	Retry-After header respect	9e0f82f7	2							p=0 n=0
http-retry	Context cancellation during retry	d452af0c	1							p=0 n=0
http-retry	Request body replay for retried POST requests	d6ccb741	1							p=0 n=0
http-retry	Independent context per Gemini API retry	f4d680cb	3							p=3 n=0
http-retry	Backoff max interval aligned with Google recommendation	f9f21ef6	1							p=0 n=0
http-retry	Diagnostic capture of error response body	d84546fc	4							p=2 n=0
http-retry	Deduplicated auth token refresh on concurrent 401s	3e896229	3							p=11 n=0
hype-inline-slider	Sticky Header Legend	8c59d6b9	3							p=21 n=0
hype-inline-slider	Inline Dot Slider	1aa7f7bb	7							p=46 n=0
hype-inline-slider	Slider Track Vertical Centering	7eada823	1							p=0 n=0
hype-inline-slider	Slider dot positions align with header columns	6dcff9cd	1							p=2 n=0
id-resolution	RPC handlers resolve Zitadel external ID to internal UUID before database access	61bcd79b	10							p=86 n=0
id-resolution	Handlers return NotFound when user record does not exist	0b6458ef	1							p=14 n=0
identity-management	Manage Zitadel Organization	c552dcfa	5							p=67 n=15
identity-management	Manage Zitadel Project	1517ca17	1							p=1 n=1
identity-management	Manage OIDC Application	e3bd0968	2							p=3 n=8
identity-management	Configure Login Policy	24de9278	2							p=12 n=1
identity-management	Configure Admin Org Login Policy	ac4ddb43	4							p=26 n=5
identity-management	Provision Google IdP for Admin Sign-in	ad07bc6b	2							p=7 n=8
identity-management	Provision Human Admin User in Admin Role Org	00142b74	3							p=37 n=8
identity-management	Grant IAM_OWNER to Human Admin User	36c6e40b	1							p=21 n=3
identity-management	Pre-link Google Identity to Human Admin via IaC	68b42f3b	4							p=33 n=6
identity-management	Provision Admin Google Sub via ESC	8f531e89	2							p=15 n=9
identity-management	Place Machine Users by Responsibility	b3f1a155	3							p=20 n=5
identity-management	Retain Break-glass Machine User	23b060c1	2							p=35 n=18
identity-management	Maintain Google OAuth Client in Dev Infrastructure	4ce0e604	4							p=4 n=10
identity-management	Inject Email Claim into Access Tokens via Actions v2	45da03ee	2							p=14 n=0
identity-management	Provision Actions v2 Target and Execution Resources	6851a826	2							p=1 n=5
identity-management	Dedicated Service User for Login V2 UI	5feadb3c	3							p=14 n=5
identity-management	SMTP Configuration Must Be Activated After Creation	08f38d47	5							p=22 n=20
identity-management	Provision Password-Based E2E Test User in Dev Zitadel	274126cf	4							p=31 n=13
identity-management	E2E Test User Password Marked Permanent	79d0b965	5							p=31 n=14
identity-management	Maintain Google OAuth Client in Prod Infrastructure	bfccc575	4							p=1 n=10
identity-management	Configure Login UI Branding	0a270d71	5							p=5 n=1
identity-management	Localize Login UI Text for the Product	6c504712	6							p=13 n=0
identity-management	Configure OIDC Token Lifetimes	3e5e3a50	3							p=9 n=1
infra	KEDA-managed Deployments SHALL NOT declare replicas	a88764f9	1							p=1 n=4
infra	ArgoCD SHALL ignore replicas drift for KEDA-managed Deployments	3af7c9e0	1							p=1 n=4
intel	Live Information Crawling	c5713f44	1							p=6 n=0
interaction-feedback	Immediate tactile acknowledgement on press	99c29ee7	3							p=3 n=0
interaction-feedback	Layout-preserving skeleton loading	65f2253b	3							p=1 n=0
interaction-feedback	Haptic feedback for meaningful confirmations	eae408a3	2							p=6 n=0
interaction-feedback	Animated list enter and exit	eccd3386	3							p=11 n=0
interaction-feedback	Animated selection state	153c66ec	3							p=4 n=0
interaction-feedback	Expression budget and accessibility guarantees	f4b1a5e3	2							p=2 n=0
interceptor-chain-ordering	Interceptor Execution Order	0a3eb12e	3							p=5 n=0
interceptor-chain-ordering	Interceptor Ordering Documentation	a3594f15	1							p=4 n=0
jetstream-consumer-reliability	Consumer backlog stall is detected and alerted	27c4844c	3							p=0 n=0
jetstream-consumer-reliability	Subscription failure fails loud	655e0885	2							p=1 n=0
jetstream-consumer-reliability	Liveness reflects consumption health	3ea3831d	2							p=0 n=2
jetstream-consumer-reliability	Consumers are named by behavior, with a unique deliver group	ab1ea4ca	2							p=15 n=0
jetstream-consumer-reliability	Every handler receives every message (fan-out)	9b211723	1							p=9 n=0
jetstream-consumer-reliability	Subjects are named as past-tense events	d25c5c69	1							p=11 n=0
jetstream-consumer-reliability	KEDA triggers reference the live behavior-named durables	7790d815	1							p=0 n=0
jetstream-consumer-reliability	Stream and durable configuration is managed declaratively by a single owner	0ce40e56	3							p=4 n=0
jetstream-consumer-reliability	A consumer may scale to zero without losing its durable	082615dd	2							p=0 n=0
journey-status-presentation	Canonical journey-status presentation map	da574054	2							p=2 n=0
journey-status-presentation	Status icon and hue assignments	5b67db05	4							p=4 n=0
journey-status-presentation	Consistent rendering across components	2c1f0fda	1							p=7 n=0
k8s-resource-right-sizing	Dev environment resource requests use Standard GKE minimums	f7a24146	9							p=4 n=24
k8s-resource-right-sizing	KEDA ScaledObjects in dev SHALL cap at maxReplicaCount 1	ee221ec0	1							p=2 n=2
k8s-service-cross-namespace-routing	Backend Service Accessibility from External Gateway	fa9ad046	2							p=0 n=3
k8s-service-cross-namespace-routing	Service Protocol Configuration for HTTP/2	c6657e8b	2							p=0 n=2
k8s-service-cross-namespace-routing	Cross-Namespace Routing Enabled	78d1ff3d	1							p=0 n=6
k8s-service-cross-namespace-routing	Backend Pods Targeted via Service	dec3bc09	2							p=0 n=0
k8s-service-cross-namespace-routing	No Direct Pod Exposure	0c409779	1							p=0 n=0
k8s-service-cross-namespace-routing	Namespace Isolation Maintained	9fc54eb5	1							p=0 n=3
landing-page	Passkey Authentication CTA	5ed80925	5							p=23 n=0
landing-page	Hero Screen Scroll Affordance	8afb614a	5							p=13 n=0
landing-page	Guest-Friendly Welcome Copy	114c65d0	1							p=5 n=0
landing-page	Authenticated User Redirect	9dfcaa80	2							p=11 n=0
landing-page	Welcome Page Language Switcher	3352ae37	3							p=11 n=0
landing-page	Guided Product Demo Sequence	1b122fe6	5							p=28 n=0
landing-page	Interactive Timetable Detail	a768ac2a	4							p=32 n=0
landing-page	New-Concert Notification Cue	2e706cab	1							p=20 n=0
landing-page	Hero Kinetic Brand Treatment	440d23bb	1							p=2 n=0
landing-page	Ambient Background	9663fbe3	1							p=1 n=0
landing-page	Landing Page Value Pillars Scope	152379fa	1							p=14 n=0
layout-assertions	E2E selectors use data-testid for stability	503adfde	7							p=19 n=2
layout-assertions	E2E tests use Playwright native locator API without JS dispatch workarounds	8d2acdb4	4							p=7 n=10
layout-assertions	Shell layout structural integrity	baab1ab2	4							p=4 n=0
layout-assertions	Discover page layout containment	6a361c57	5							p=10 n=0
layout-assertions	Layout test execution performance	4e65389c	1							p=0 n=0
layout-assertions	Layout tests independent of backend	7bf9fb05	1							p=0 n=0
legal-documents	Legal documents are served as in-app routes with stable URLs	39967ebb	2							p=21 n=0
legal-documents	Legal documents are reachable without authentication	8549c2f0	1							p=10 n=0
legal-documents	Legal documents are localized	f297ff8d	1							p=6 n=0
legal-documents	Privacy Policy discloses the actual data practices	6f240c5d	4							p=11 n=0
legal-documents	Terms of Service disclaims third-party data accuracy	ae6f3610	1							p=9 n=0
legal-documents	OSS Licenses content is generated from the shipped dependencies	3562c9fb	2							p=4 n=0
legal-documents	In-app legal links resolve to in-app legal routes	fb2cd645	1							p=22 n=0
live-events	Concert Schedue Data Model	399dd0b7	6							p=66 n=0
live-events	Artist Management	3ad79c68	4							p=26 n=0
live-events	Live Schedule Access	6d7b3943	4							p=47 n=0
live-events	Proto Value Object Consistency	054f3748	5							p=29 n=0
live-events	Venue Embedding in Concert and Event	bdc2e479	2							p=20 n=0
live-events	Go Entity Field Name Alignment	869776f0	1							p=6 n=0
live-events	Dashboard Lane Classification	c65a3f9e	4							p=44 n=0
live-events	ISO 3166-2 Display Conversion	cd7d0a86	2							p=8 n=0
live-events	Live Event Availability Check	32c8c0c2	3							p=28 n=0
loading-spinner-ce	Loading Spinner Custom Element	eb742db2	6							p=6 n=3
localstorage-naming	Unified key naming convention	f704eef1	1							p=4 n=1
localstorage-naming	Centralized key registry	3465a2d6	2							p=0 n=0
localstorage-naming	Domain term alignment	24814048	2							p=23 n=0
logo-color-analysis	Logo Color Extraction	672fe22f	4							p=2 n=2
logo-color-analysis	sRGB to OKLCH Conversion	4795f64a	3							p=0 n=6
logo-color-analysis	Logo Analysis Integration in Sync Pipeline	122caad3	4							p=19 n=0
logo-color-analysis	LogoColorProfile Proto Message	cbe6cd46	2							p=15 n=0
logo-color-analysis	Frontend Background Color Derivation	06cbaefa	4							p=27 n=0
lottery-application	Configure a lottery sales phase	eb032c91	3							p=63 n=0
lottery-application	Organizer console entry point to lottery configuration	18e6f2e6	2							p=45 n=0
lottery-application	Apply to a lottery phase	9cc9381f	5							p=28 n=0
lottery-application	One application per account per phase	ae91fab5	3							p=16 n=0
lottery-application	Automatic draw against fixed capacity	3ee5fa12	5							p=26 n=0
lottery-application	Capture winners and release losers at the draw	49569bbc	3							p=22 n=0
lottery-application	Application results	3d985bc2	1							p=0 n=0
lottery-application	Persisted loser waitlist for resale	8c83ce13	1							p=7 n=0
lottery-application	本人確認 binding carried to issuance	a3c7f2ed	1							p=8 n=0
m3-design-tokens	Color roles with guaranteed on-color pairing	2e9abc63	3							p=2 n=2
m3-design-tokens	State-layer opacity scale	87078cfb	3							p=0 n=2
m3-design-tokens	Motion tokens split by property class	12503c43	3							p=0 n=0
m3-design-tokens	Shape roles including expressive steps	3554ac2a	2							p=0 n=0
m3-design-tokens	Tonal surface-container tiers	05a05c21	2							p=0 n=1
migration-rebase-guard	The system MUST detect out-of-order migration timestamps	e75ff790	3							p=8 n=0
migration-rebase-guard	The system MUST auto-fix out-of-order migrations when --fix is passed	6ec56f6c	2							p=12 n=0
migration-rebase-guard	The system MUST integrate with Claude Code hooks	8654da0d	2							p=3 n=0
modern-css-platform	Container Queries for component-level responsive design	9c258ab3	3							p=8 n=2
modern-css-platform	View Transitions API for route animations	e872f685	2							p=4 n=0
modern-css-platform	CSS `:has()` selector for state-based styling	b5008d8a	2							p=0 n=0
modern-css-platform	CSS Logical Properties	e424e586	3							p=3 n=6
modern-css-platform	CSS `@layer` for cascade management	6969ebf8	2							p=9 n=5
modern-css-platform	CSS `@scope` for component isolation	96402e57	2							p=3 n=2
modern-css-platform	No viewport media queries for component responsiveness	9881b8f2	1							p=6 n=1
modern-css-platform	OKLCH color enforcement	fd26bfcb	3							p=1 n=10
modern-css-platform	Anchored Container Query for position-dependent child styling	1990468a	2							p=0 n=0
modern-css-platform	CSS `@starting-style` for entry animations on dynamic elements	4544da24	2							p=4 n=0
modern-css-platform	`transitionend` event for post-animation DOM cleanup	59a668ec	3							p=10 n=3
modern-css-platform	`overscroll-behavior: contain` for scroll isolation	e03e6ede	1							p=2 n=1
modern-css-platform	`scrollIntoView` + `scrollend` for scroll-then-act patterns	0d8c9cc3	2							p=3 n=1
modern-css-platform	`data-state` attribute for CSS animation state	1abd4972	1							p=1 n=0
modern-css-platform	Total `style` attribute ban in templates	0ae12549	3							p=2 n=0
modern-css-platform	`color-mix()` for dynamic alpha	d07dedea	1							p=0 n=1
modern-css-platform	`translate` shorthand for transforms	6d99ddc3	1							p=0 n=0
modern-css-platform	No setTimeout for CSS animation timing	61ad462d	3							p=2 n=0
modern-css-platform	CSS scroll snap for bottom sheet dismiss gestures	a89da6fa	3							p=13 n=0
modern-css-platform	No JS-to-CSS variable bridge custom attributes	994b5b23	2							p=0 n=0
modern-css-platform	Scroll-driven Animations for scroll-linked effects	2ce6b3d2	2							p=2 n=0
my-artists	Hype Change Persisted for Guest Users	42fd997e	3							p=21 n=0
my-artists	View Toggle (List / Grid)	6273fef3	1							p=7 n=0
my-artists	Grid (Festival) View	86a896c6	3							p=10 n=0
my-artists	My Artists page help content documents all available gestures	fd9e3a88	2							p=14 n=0
my-artists	Default hype tier for new follows is Nearby	f851470f	5							p=77 n=0
my-artists	My Artists hype column headers render invariant English	ca145d8c	2							p=10 n=0
nearby-proximity	Proximity Classification Model	915466c2	5							p=56 n=0
nearby-proximity	Home Area Centroid Lookup	00b938c3	4							p=21 n=0
nearby-proximity	Centroid Resolution Unit Coverage	3a5dc12b	2							p=2 n=0
non-blocking-menu-navigation	Menu-tab navigation attaches the view before data resolves	8b869589	2							p=5 n=0
non-blocking-menu-navigation	In-flight state is shown via the route's existing UI	b01cfa4d	2							p=0 n=0
non-blocking-menu-navigation	Synchronous prelude remains in loading()	b4b8e05c	2							p=3 n=0
non-blocking-menu-navigation	Navigating away cancels the in-flight fetch	0bd54cca	1							p=4 n=0
non-blocking-menu-navigation	Data-ready side effects gate on observed data arrival	178a80cd	2							p=4 n=0
non-blocking-menu-navigation	Late-arriving data renders regardless of attach order	a139a9e9	2							p=6 n=0
notification-lifecycle	Notifications are persisted as identified entities	c50919c4	1							p=14 n=0
notification-lifecycle	Per-notification delivery outcome is recorded	521a0df0	3							p=11 n=0
notification-lifecycle	All user-facing notifications flow through the notification service	2a7c796d	1							p=21 n=0
notification-lifecycle	Read and dismiss state is user-controllable and idempotent	68ef0424	1							p=22 n=0
notification-lifecycle	The notification identifier is propagated end-to-end	70629db5	1							p=9 n=0
notification-lifecycle	Delivered notifications are reported to product analytics	c7b637f0	3							p=21 n=0
notification-lifecycle	Notification opens and dismissals are reported to product analytics	1763cdae	3							p=40 n=0
notification-lifecycle	Notification fan-out logs zero-recipient skips	f0edee48	1							p=25 n=0
official-site-search	Resolve Official Site URL from MusicBrainz	c6a62d41	4							p=16 n=0
official-site-search	Async Official Site Persistence on Follow	ab8a3f84	4							p=37 n=0
onboarding-celebration	Two-Tier Celebration Overlay	aba1b0eb	6							p=25 n=12
onboarding-celebration	Celebration Reveals the Timetable Behind the Text	f9bad442	3							p=2 n=9
onboarding-guidance	Onboarding guidance rendered within unified DiscoverPage	72dcc2f8	3							p=13 n=0
onboarding-guidance	Followed count reflects localStorage state	4ae462ec	3							p=30 n=0
onboarding-guidance	Orb pulse on follow	7f98f5ef	1							p=8 n=0
onboarding-guidance	Search and genre filter available during onboarding	8d1ac7bb	1							p=18 n=0
onboarding-guidance	No z-index stacking in discovery page CSS	a3e06b1e	2							p=8 n=1
onboarding-page-help	Persistent Help Icon in Onboarding Pages	298a98c5	3							p=16 n=0
onboarding-page-help	Auto-open on First Page Visit	97414a11	3							p=24 n=0
onboarding-page-help	Page-specific Help Content	97ea35d7	3							p=44 n=3
onboarding-page-help	Multi-section help sheet structure	58ada54b	3							p=17 n=0
onboarding-page-help	Hype tier table is a 3-column grid	6a8abfc3	3							p=25 n=0
onboarding-page-help	Help sheet visual readability	2fb576ed	1							p=3 n=3
onboarding-page-help	Top-layer Popover Text Color Inheritance	3f4354a3	2							p=3 n=4
onboarding-page-help	Help seen flags cleared on onboarding reset	49472b48	1							p=6 n=0
onboarding-popover-guide	Popover guide on discover page entry during onboarding	7bba6202	7							p=16 n=1
onboarding-spotlight	Spotlight Visual Layer via Box-Shadow	172a149f	3							p=4 n=2
onboarding-spotlight	Coach Mark Overlay System	5e402074	4							p=13 n=3
onboarding-spotlight	Spotlight Uses Popover Top Layer	f63f3c86	2							p=0 n=2
onboarding-spotlight	Route Detach Spotlight Cleanup	e36ee0ca	2							p=5 n=0
onboarding-spotlight	Coach Mark Target Click Delegates Navigation to Aurelia Router	7b103f15	2							p=12 n=3
onboarding-spotlight	Smooth Spotlight Movement via View Transitions API	3cba2bc3	3							p=14 n=0
onboarding-spotlight	Tooltip Anchor Positioning	c17c2427	1							p=0 n=0
onboarding-spotlight	Tooltip Visual Treatment	ce5afd23	1							p=2 n=3
onboarding-spotlight	Inline SVG Directional Arrow	ae1af728	4							p=2 n=0
onboarding-spotlight	Invisible Target Rejection	6e0b2b66	2							p=1 n=0
onboarding-spotlight	Single Transient Non-Blocking Coach Mark	07e51ec0	3							p=11 n=1
onboarding-tutorial	Coach Mark Navigation Delegation	09038930	1							p=3 n=0
organizer-accounts	Admin creates an organizer with an initial operator	cba2f2f5	3							p=46 n=0
organizer-accounts	Initial operator bootstraps credentials on first sign-in	c9ad7ec6	4							p=21 n=0
organizer-accounts	An artist is represented by at most one organizer	8ad9ad5e	4							p=61 n=0
organizer-accounts	Admin can list and inspect organizers	1453a725	2							p=29 n=0
organizer-accounts	Organizer provisioning is idempotent and compensating	e69e10cb	2							p=15 n=0
organizer-accounts	An organizer can be deactivated	1b1f4601	2							p=28 n=0
organizer-accounts	Organizer lifecycle emits analytics events	5b9c7d83	2							p=33 n=0
organizer-console	Bundle isolation from the consumer SPA and admin console	fc8d391e	1							p=13 n=0
organizer-console	Authenticate operators via org-pinned entry, one client for all tenants	daca59b4	4							p=19 n=0
organizer-console	Route guard admits only owner-role operators	c7ff5095	3							p=14 n=0
organizer-console	Organizer runtime config resolves the org at login	c8317014	1							p=17 n=0
organizer-console-hosting	Serve the organizer console at a dedicated per-env host	f9b600d0	1							p=18 n=2
organizer-console-hosting	Serve a per-host organizer config	8fb65d9f	1							p=18 n=0
organizer-event-authoring	Organizer authors a concert as a draft	9e975862	4							p=76 n=0
organizer-event-authoring	Organizer lists and edits its own concerts	991161b2	4							p=66 n=0
organizer-event-authoring	Publish makes a concert live, first-party, and notifies once	1c2d77db	5							p=65 n=0
organizer-event-authoring	Publish enforces the complete required-field set	5c4b4ab2	2							p=54 n=0
organizer-event-authoring	First-party publish supersedes scraped data without harm	f3a6ad19	4							p=58 n=0
organizer-event-authoring	Represented artists are excluded from scraping	7bd5c270	2							p=40 n=0
organizer-event-authoring	Visibility controls where a published concert appears	51cad74f	2							p=36 n=0
organizer-event-authoring	Organizer uploads an image	a3499c28	3							p=31 n=0
organizer-event-authoring	Uploaded images are processed into safe, responsive variants	89cb91fa	3							p=9 n=0
organizer-event-authoring	Replacing an image reclaims the previous one	2cbd3821	1							p=12 n=0
organizer-rpc-server	Dedicated organizer Connect server isolated by audience	ee16cde1	2							p=32 n=1
organizer-rpc-server	OrganizerService.Get returns the caller's own organizer	5160a528	1							p=21 n=0
organizer-rpc-server	OrganizerService.ListArtists returns the caller's roster	df5b60ef	3							p=51 n=0
organizer-rpc-server	Org-scoped authorization from the role claim	5a9977f7	8							p=48 n=0
organizer-tenancy	Shared organizer-console project in the product org	0cd7a512	2							p=20 n=1
organizer-tenancy	Organizer console OIDC app and backend API app	649970ae	2							p=22 n=2
organizer-tenancy	Dedicated organizer-provisioner machine user	b3eb0063	1							p=28 n=3
organizer-tenancy	Organizer-provisioner root key has a finite lifecycle	fae770a7	1							p=9 n=2
organizer-tenancy	Organizer tenant orgs use a passkey-primary login policy with a designed recovery path	0c57290f	6							p=27 n=0
otel-collector-deployment	OTel Collector Kubernetes Deployment	8019f498	6							p=4 n=6
otel-collector-deployment	Workload Identity for Cloud Trace Authentication	0345afe4	1							p=0 n=7
otel-collector-deployment	Backend Trace Export Configuration	9bba4cc2	3							p=6 n=0
otel-collector-deployment	Cost-Optimized Resource Configuration	33096ac2	1							p=2 n=1
otel-collector-deployment	ArgoCD GitOps Management	6c8db94b	1							p=1 n=10
otel-collector-deployment	Filter rule scope is documented in the ConfigMap	49789034	1							p=1 n=2
otel-collector-deployment	Metric ingest volume is observable	fe118019	1							p=1 n=0
otel-sdk-configuration	Environment-aware trace sampling	322e796d	2							p=0 n=0
otel-sdk-configuration	Enriched resource attributes	5aa6b4a8	1							p=0 n=0
otel-sdk-configuration	Explicit text map propagator	c6ab8862	1							p=0 n=0
otel-sdk-configuration	MeterProvider initialization	7ee6767e	3							p=0 n=0
page-header-ce	Page header renders i18n title	8a561770	2							p=16 n=0
page-header-ce	Page header supports trailing actions via slot	3750476e	2							p=15 n=0
page-header-ce	Page header provides consistent visual styling	cbbe8dcc	1							p=7 n=2
page-header-ce	Page header participates in route grid layout	0e915889	1							p=2 n=0
page-header-ce	Page header is globally registered	8bbdad7f	1							p=3 n=0
page-header-ce	Page header is a single shell-hosted instance bound to shared state	cda67c34	3							p=17 n=0
passion-level	Passion Level Tiers	aae42e68	3							p=32 n=0
passion-level	Existing follow records preserve their stored hype	41a314ff	2							p=17 n=0
passion-level	Hype Changes Require Authentication for Server-Side Persistence	48605646	2							p=19 n=0
passion-level	Hype Level Persistence	2c39c75c	1							p=13 n=0
passion-level	SetHype API	e8995e6a	3							p=31 n=0
passion-level	HypeLevel in ListFollowed Response	c9651dee	1							p=20 n=0
passion-level	Hype Visual Indicators on Dashboard Cards	38abb130	15							p=90 n=4
passive-concert-discovery	Dashboard Mode Toggle	bb2408f8	3							p=28 n=0
passive-concert-discovery	Date Preset Selector	29291c00	9							p=19 n=0
passive-concert-discovery	Area Selector in All Nearby Mode	4c82b731	4							p=50 n=0
passive-concert-discovery	All Nearby Concert List	49122510	3							p=31 n=0
passive-concert-discovery	Follow CTA in Event Detail Sheet for All Nearby	b4ed78de	4							p=75 n=0
passive-concert-discovery	Compact All Nearby Filter Bar	c1fedd81	2							p=5 n=1
passive-concert-discovery	Localized All Nearby Date Display	08fabd19	3							p=2 n=0
passive-concert-discovery	Natural Japanese Copy for All Nearby	b7bd2904	1							p=3 n=0
post-signup-dialog	Post-Signup Dialog on First Authentication	a1505e70	10							p=49 n=1
post-signup-dialog	Dialog reliably opens when active is true at creation time	b4b88903	1							p=4 n=0
post-signup-dialog	PostSignupDialog title and aria-label use i18n bindings	4c636a98	4							p=12 n=0
post-signup-dialog	PostSignupDialog footer button reflects completion state	08a056f8	1							p=8 n=0
post-signup-dialog	Celebration Precedes Post-Signup Dialog	a469a649	2							p=9 n=7
post-signup-dialog	PWA Install Row Shows Fallback Instructions When Native Prompt Unavailable	d8d69862	3							p=3 n=0
post-signup-dialog	PwaInstallService Registers beforeinstallprompt Listener Before Routing	1ce0fe75	2							p=10 n=0
private-google-access	Private DNS zone for googleapis.com	9aa99ea0	2							p=0 n=2
private-google-access	Google API traffic bypasses Cloud NAT	c8f536d0	1							p=0 n=2
private-google-access	Reachability of services not protected by VPC Service Controls	a5150fd9	2							p=6 n=1
prod-environment-bootstrap	Prod GKE cluster SHALL be an Autopilot regional cluster in asia-northeast2	4505456d	4							p=2 n=15
prod-environment-bootstrap	Prod GKE cluster SHALL enable Dataplane V2	9a136e10	3							p=0 n=4
prod-environment-bootstrap	Prod GKE cluster SHALL encrypt Kubernetes Secrets via Cloud KMS (etcd CMEK)	557e5556	2							p=0 n=11
prod-environment-bootstrap	Prod project SHALL host the Cloud KMS keyring and key for etcd CMEK	4bcaf0eb	4							p=1 n=11
prod-environment-bootstrap	Prod GKE cluster SHALL use the same secondary IP CIDR plan as dev	af1294e8	4							p=0 n=3
prod-environment-bootstrap	Prod cluster SHALL NOT enable Confidential GKE Nodes at cluster level	92599649	1							p=2 n=4
prod-environment-bootstrap	Prod cluster SHALL bound Google Managed Service for Prometheus (GMP) cost via disabled application auto-monitoring	c096ff46	3							p=8 n=11
prod-environment-bootstrap	Workload Pods SHALL request Spot scheduling via the `cloud.google.com/gke-spot` label	ed481c9c	2							p=0 n=8
prod-environment-bootstrap	Prod GCP project SHALL host the same peripheral GCP resources as dev	ed649891	4							p=2 n=18
prod-environment-bootstrap	Initial prod Pulumi deploy SHALL be manual-triggered	d146a10f	2							p=2 n=9
prod-environment-bootstrap	Prod public DNS SHALL be managed entirely by Cloudflare, with apex A record bound to the shared GKE Gateway static IP	1aac3520	5							p=1 n=15
prod-environment-bootstrap	Prod backend ConfigMaps SHALL reference the mainnet ticket SBT contract	a177ec6c	2							p=8 n=6
prod-environment-bootstrap	Prod VAPID public key SHALL match the GSM-stored private key	9693d320	3							p=9 n=1
prod-environment-bootstrap	Prod blockchain ESC values SHALL reference mainnet	b1a9bb9f	3							p=8 n=0
prod-environment-bootstrap	Prod admin Google sub SHALL be issued by the prod OAuth client	a536bc3a	2							p=9 n=1
prod-image-pipeline	Prod container images SHALL be sourced exclusively from the prod project's Artifact Registry	66748f8b	3							p=8 n=12
prod-image-pipeline	Prod cluster service accounts SHALL NOT hold cross-project Artifact Registry IAM grants	112eba3c	3							p=4 n=18
prod-image-pipeline	CI service accounts MAY hold scoped cross-project AR reader for image promotion	f605ee3c	4							p=6 n=13
prod-image-pipeline	Frontend prod image SHALL be env-agnostic at the bundle level	a4000d79	4							p=0 n=3
prod-image-pipeline	Backend prod images SHALL be promoted to prod AR on GitHub Release tags	1e592e67	5							p=25 n=17
prod-image-pipeline	Frontend prod image SHALL be promoted to prod AR on GitHub Release tags	9edab8ce	5							p=19 n=19
prod-image-pipeline	Prod kustomize overlays SHALL pin image URIs to prod-AR paths	3a477246	2							p=1 n=21
prod-image-pipeline	Every main commit SHALL have a resolvable dev AR image	82aec379	6							p=21 n=31
prod-image-pipeline	Prod kustomize pin-bumps SHALL be automated via repository_dispatch	a0dcc1c5	5							p=26 n=10
prod-image-pipeline	A cloud-provisioning workflow SHALL apply the prod pin-bump on dispatch	b3129170	8							p=10 n=46
prod-image-pipeline	cloud-provisioning main ruleset SHALL allow the ci-bot App to bypass for the pin-bump push	47cfb4ff	2							p=1 n=6
prod-image-pipeline	The manual pin-bump fallback SHALL be admin-gated	9d12ec00	2							p=6 n=6
prod-image-tag-immutability	Non-dev Artifact Registry Docker repositories SHALL enforce tag immutability at the registry API level	290bcab1	5							p=4 n=14
prod-image-tag-immutability	Prod kustomize overlays SHALL pin image URIs to semantic version tags	45ea5586	4							p=2 n=27
prod-image-tag-immutability	Prod workload Deployments and CronJobs SHALL carry the app.kubernetes.io/version Recommended Label, propagated to the Pod template	bce0898d	6							p=8 n=34
prod-image-tag-immutability	A runbook SHALL document the prod image tag pinning policy	55d968e2	2							p=0 n=5
prod-k8s-manifests	Prod cluster SHALL run a full ArgoCD Application set matching dev's structure	8c8b1f6f	3							p=0 n=20
prod-k8s-manifests	Every prod namespace under `k8s/namespaces/` SHALL have a `prod/` overlay	de9fbda3	2							p=1 n=26
prod-k8s-manifests	Prod overlays SHALL diverge from dev only by ESC secret refs, hostnames, ArgoCD project labels, and replica counts	e3bf89c5	2							p=0 n=16
prod-k8s-manifests	Every Pod template in prod overlays SHALL include the gke-spot nodeSelector	7459695d	2							p=0 n=25
prod-k8s-manifests	Prod Gateway SHALL bind to the existing api-gateway-static-ip and serve api./auth. hostnames	cc617de0	3							p=0 n=15
prod-k8s-manifests	Prod cluster SHALL opt application workloads into GMP via per-workload PodMonitoring CRDs	51c776a1	3							p=5 n=10
